OBJECTID,ClosestID,FileName,POINT_X,POINT_Y
195,7085,sg_007085.soil,24.875000000000057,-33.958333332999985
196,7086,sg_007086.soil,25.625000000000057,-34.041666666999959
197,7087,sg_007087.soil,25.458333333000041,-33.874999999999943
198,7088,sg_007088.soil,25.458333333000041,-33.958333332999985
199,7089,sg_007089.soil,25.375000000000057,-33.874999999999943
200,7090,sg_007090.soil,25.375000000000057,-33.791666666999959
201,7091,sg_007091.soil,25.541666667000072,-33.791666666999959
202,7092,sg_007092.soil,25.541666667000072,-33.958333332999985
203,7093,sg_007093.soil,25.625000000000057,-33.791666666999959
204,10053,sg_010053.soil,28.291666667000072,-31.874999999999943
205,10054,sg_010054.soil,28.375000000000057,-31.874999999999943
206,10055,sg_010055.soil,27.291666667000072,-31.874999999999943
207,10061,sg_010061.soil,27.208333333000041,-31.791666666999959
208,10064,sg_010064.soil,27.041666667000072,-31.791666666999959
209,10073,sg_010073.soil,28.291666667000072,-31.791666666999959
210,10078,sg_010078.soil,28.125000000000057,-31.874999999999943
211,10079,sg_010079.soil,28.125000000000057,-31.791666666999959
212,10080,sg_010080.soil,28.208333333000041,-31.791666666999959
213,10081,sg_010081.soil,28.041666667000072,-31.874999999999943
214,10082,sg_010082.soil,27.958333333000041,-31.791666666999959
215,10086,sg_010086.soil,27.791666667000072,-31.874999999999943
216,10087,sg_010087.soil,27.958333333000041,-31.874999999999943
217,10088,sg_010088.soil,27.708333333000041,-31.874999999999943
218,10089,sg_010089.soil,27.791666667000072,-31.791666666999959
219,10090,sg_010090.soil,27.541666667000072,-31.791666666999959
220,10091,sg_010091.soil,27.458333333000041,-31.874999999999943
221,10092,sg_010092.soil,27.541666667000072,-31.874999999999943
222,10093,sg_010093.soil,26.875000000000057,-31.874999999999943
223,10094,sg_010094.soil,26.708333333000041,-31.874999999999943
224,10095,sg_010095.soil,27.041666667000072,-31.874999999999943
225,10101,sg_010101.soil,26.625000000000057,-31.874999999999943
226,10102,sg_010102.soil,26.375000000000057,-31.958333332999928
227,10107,sg_010107.soil,28.541666667000072,-31.791666666999959
228,10108,sg_010108.soil,28.625000000000057,-31.791666666999959
229,10109,sg_010109.soil,28.541666667000072,-31.874999999999943
230,10110,sg_010110.soil,28.791666667000072,-31.958333332999928
231,10111,sg_010111.soil,28.708333333000041,-31.874999999999943
232,10112,sg_010112.soil,28.875000000000057,-31.791666666999959
233,10113,sg_010113.soil,28.875000000000057,-31.958333332999928
234,10114,sg_010114.soil,28.625000000000057,-31.874999999999943
235,10115,sg_010115.soil,28.708333333000041,-31.791666666999959
236,10130,sg_010130.soil,29.208333333000041,-31.791666666999959
237,10131,sg_010131.soil,28.958333333000041,-31.791666666999959
238,10132,sg_010132.soil,29.041666667000072,-31.791666666999959
239,10134,sg_010134.soil,29.208333333000041,-31.874999999999943
240,10135,sg_010135.soil,29.125000000000057,-31.874999999999943
241,10137,sg_010137.soil,29.125000000000057,-31.791666666999959
242,10155,sg_010155.soil,27.624999999000067,-32.208333332999985
243,10156,sg_010156.soil,27.625000000000057,-32.291666666999959
244,10157,sg_010157.soil,27.541666667000072,-32.624999999999943
245,10158,sg_010158.soil,27.041666667000072,-32.458333332999985
246,10159,sg_010159.soil,27.541666667000072,-32.291666666999959
247,10160,sg_010160.soil,27.208333333000041,-32.458333332999985
248,10161,sg_010161.soil,27.958333333000041,-32.458333332999985
249,10162,sg_010162.soil,28.375000000000057,-32.124999999999943
250,10163,sg_010163.soil,28.458333333000041,-32.291666666999959
251,10164,sg_010164.soil,28.458333333000041,-32.124999999999943
252,10165,sg_010165.soil,28.708333333000041,-32.124999999999943
253,10166,sg_010166.soil,28.708333333000041,-32.041666666999959
254,10167,sg_010167.soil,28.958333333000041,-32.124999999999943
255,10168,sg_010168.soil,28.958333333000041,-32.041666666999959
256,10169,sg_010169.soil,28.291666666000026,-32.124999999999943
257,10170,sg_010170.soil,28.875000000000057,-32.208333332999985
258,10171,sg_010171.soil,28.791666667000072,-32.208333332999985
259,10172,sg_010172.soil,28.708333332000052,-32.374999999999943
260,10173,sg_010173.soil,28.625000000000057,-32.374999999999943
261,10174,sg_010174.soil,28.708333333000041,-32.208333332999985
262,10175,sg_010175.soil,28.791666667000072,-32.041666666999959
263,10176,sg_010176.soil,28.541666667000072,-32.124999999999943
264,10177,sg_010177.soil,28.874999999000067,-32.041666666999959
265,10178,sg_010178.soil,28.791666667000072,-32.291666666999959
266,10179,sg_010179.soil,28.291666667000072,-32.208333332999985
267,10180,sg_010180.soil,28.375000000000057,-32.208333332999985
268,10181,sg_010181.soil,28.041666667000072,-32.041666666999959
269,10182,sg_010182.soil,28.291666667000072,-32.041666666999959
270,10183,sg_010183.soil,28.375000000000057,-32.041666666999959
271,10184,sg_010184.soil,28.541666667000072,-32.041666666999959
272,10185,sg_010185.soil,28.125000000000057,-32.458333332999985
273,10186,sg_010186.soil,28.041666667000072,-32.458333332999985
274,10187,sg_010187.soil,27.958333333000041,-32.374999999999943
275,10188,sg_010188.soil,27.875000000000057,-32.291666666999959
276,10189,sg_010189.soil,27.875000000000057,-32.374999999999943
277,10190,sg_010190.soil,27.791666667000072,-32.291666666999959
278,10191,sg_010191.soil,27.875000000000057,-32.208333332999985
279,10192,sg_010192.soil,27.958333334000031,-32.124999999999943
280,10193,sg_010193.soil,28.041666667000072,-32.208333332999985
281,10194,sg_010194.soil,28.125000000000057,-32.124999999999943
282,10195,sg_010195.soil,28.125000000000057,-32.208333332999985
283,10196,sg_010196.soil,28.208333333000041,-32.124999999999943
284,10197,sg_010197.soil,28.291666667000072,-32.291666666999959
285,10198,sg_010198.soil,28.208333333000041,-32.374999999999943
286,10199,sg_010199.soil,28.375000000000057,-32.374999999999943
287,10200,sg_010200.soil,28.458333333000041,-32.458333332999985
288,10201,sg_010201.soil,28.541666667000072,-32.458333332999985
289,10202,sg_010202.soil,28.208333333000041,-32.458333332999985
290,10203,sg_010203.soil,28.125000000000057,-32.291666666999959
291,10204,sg_010204.soil,28.041666666000026,-32.291666666999959
292,10205,sg_010205.soil,28.125000000000057,-32.374999999999943
293,10206,sg_010206.soil,26.791666667000072,-32.458333332999985
294,10207,sg_010207.soil,28.125000000000057,-31.958333332999928
295,10208,sg_010208.soil,28.041666667000072,-31.958333332999928
296,10209,sg_010209.soil,27.541666667000072,-32.124999999999943
297,10210,sg_010210.soil,27.958333333000041,-31.958333332999928
298,10211,sg_010211.soil,27.708333333000041,-31.958333332999928
299,10212,sg_010212.soil,27.625000000000057,-31.958333332999928
300,10213,sg_010213.soil,27.458333333000041,-32.041666666999959
301,10214,sg_010214.soil,27.291666667000072,-31.958333332999928
302,10215,sg_010215.soil,27.541666667000072,-31.958333332999928
303,10216,sg_010216.soil,27.708333333000041,-32.208333332999985
304,10217,sg_010217.soil,27.708333333000041,-32.041666666999959
305,10218,sg_010218.soil,27.791666667000072,-32.041666666999959
306,10219,sg_010219.soil,27.958333333000041,-32.041666666999959
307,10220,sg_010220.soil,27.375000000000057,-32.291666666999959
308,10221,sg_010221.soil,26.541666667000072,-32.374999999999943
309,10222,sg_010222.soil,26.708333333000041,-32.124999999999943
310,10223,sg_010223.soil,26.625000000000057,-32.041666666999959
311,10224,sg_010224.soil,26.791666667000072,-32.124999999999943
312,10225,sg_010225.soil,26.791666667000072,-31.958333332999928
313,10226,sg_010226.soil,27.041666667000072,-31.958333332999928
314,10227,sg_010227.soil,26.875000000000057,-32.208333332999985
315,10228,sg_010228.soil,26.453605925000033,-32.039537501999973
316,10229,sg_010229.soil,28.625000000000057,-31.958333332999928
317,10230,sg_010230.soil,29.041666667000072,-32.041666666999959
318,10231,sg_010231.soil,29.041666667000072,-31.958333332999928
319,10232,sg_010232.soil,27.125000000000057,-32.791666666999959
320,10233,sg_010233.soil,27.208333333000041,-32.791666666999959
321,10234,sg_010234.soil,27.458333333000041,-32.624999999999943
322,10235,sg_010235.soil,27.375000000000057,-32.624999999999943
323,10236,sg_010236.soil,27.125000000000057,-32.624999999999943
324,10237,sg_010237.soil,27.375000000000057,-32.791666666999959
325,10238,sg_010238.soil,27.041666667000072,-32.624999999999943
326,10239,sg_010239.soil,27.541666668000062,-32.791666666999959
327,10240,sg_010240.soil,28.041666667000072,-32.791666666999959
328,10241,sg_010241.soil,27.875000000000057,-32.624999999999943
329,10242,sg_010242.soil,28.041666667000072,-32.708333332999985
330,10243,sg_010243.soil,27.875000000000057,-32.541666666999959
331,10244,sg_010244.soil,28.208333333000041,-32.708333332999985
332,10245,sg_010245.soil,28.458333332000052,-32.541666666999959
333,10246,sg_010246.soil,28.375000000000057,-32.624999999999943
334,10247,sg_010247.soil,28.291666667000072,-32.541666666999959
335,10248,sg_010248.soil,27.208333333000041,-32.958333332999985
336,10249,sg_010249.soil,27.291666667000072,-32.958333332999985
337,10250,sg_010250.soil,27.375000000000057,-33.041666666999959
338,10251,sg_010251.soil,27.291666667000072,-33.041666666999959
339,10252,sg_010252.soil,27.375000000000057,-33.124999999999943
340,10253,sg_010253.soil,27.125000000000057,-32.958333332999985
341,10254,sg_010254.soil,26.791666667000072,-32.541666666999959
342,10255,sg_010255.soil,26.875000000000057,-32.708333332999985
343,10256,sg_010256.soil,26.875000000000057,-32.958333332999985
344,10257,sg_010257.soil,26.958333333000041,-32.958333332999985
